Row, Sol
1502, 3.749560e-07
1503, 2.535364e-07
1504, 1.490299e-07
1505, 7.814873e-08
1506, 3.725025e-08
1507, 1.637256e-08
1508, 6.711568e-09
1509, 2.589933e-09
1510, 9.481647e-10
1511, 3.314956e-10
1512, 1.113119e-10
1513, 3.607658e-11
1514, 1.133484e-11
1515, 3.465563e-12
1516, 1.034595e-12
1517, 3.024872e-13
1518, 8.684282e-14
1519, 2.453955e-14
1520, 6.839064e-15
1521, 1.883221e-15
1522, 5.131600e-16
1523, 1.385560e-16
1524, 3.711098e-17
1525, 9.869256e-18
1526, 2.607923e-18
1527, 6.851602e-19
1528, 1.790291e-19
1529, 4.348427e-20
1530, 1.630820e-19
1531, -4.988033e-18
1532, 1.159401e-16
1533, 5.256819e-15
1534, 4.586819e-14
1535, 1.497908e-13
1536, 2.960368e-13
1537, 4.233180e-13
1538, 4.797478e-13
1539, 4.551668e-13
1540, 3.749450e-13
1541, 2.752310e-13
1542, 1.835884e-13
1543, 1.129923e-13
1544, 6.496417e-14
1545, 3.525128e-14
1546, 1.821105e-14
1547, 9.024534e-15
1548, 4.318306e-15
1549, 2.006975e-15
1550, 9.106979e-16
1551, 4.053488e-16
1552, 1.777034e-16
1553, 7.700940e-17
1554, 3.309159e-17
1555, 1.413604e-17
1556, 6.014957e-18
1557, 2.552798e-18
1558, 1.081334e-18
1559, 4.570964e-19
1560, 1.944853e-19
1561, -1.221337e-08
1562, -2.280076e-08
1563, 1.006838e-08
1564, 8.237865e-08
1565, 1.482239e-07
1566, 1.720843e-07
1567, 1.534198e-07
1568, 1.131124e-07
1569, 7.192511e-08
1570, 4.054804e-08
1571, 2.067092e-08
1572, 9.673191e-09
1573, 4.204969e-09
1574, 1.714569e-09
1575, 6.611029e-10
1576, 2.427177e-10
1577, 8.535621e-11
1578, 2.890141e-11
1579, 9.465129e-12
1580, 3.010217e-12
1581, 9.329790e-13
1582, 2.826906e-13
1583, 8.396960e-14
1584, 2.451137e-14
1585, 7.046644e-15
1586, 1.998857e-15
1587, 5.603652e-16
1588, 1.554728e-16
1589, 4.274059e-17
1590, 1.165340e-17
1591, 3.153798e-18
1592, 8.477301e-19
1593, 2.264453e-19
1594, 5.836716e-20
1595, 8.019078e-20
1596, -1.731697e-18
1597, 3.065688e-17
1598, 1.604134e-15
1599, 1.420257e-14
1600, 4.792084e-14
1601, 9.810828e-14
1602, 1.452788e-13
1603, 1.702964e-13
1604, 1.668711e-13
1605, 1.417521e-13
1606, 1.071415e-13
1607, 7.348234e-14
1608, 4.643946e-14
1609, 2.738322e-14
1610, 1.522239e-14
1611, 8.048602e-15
1612, 4.078724e-15
1613, 1.994436e-15
1614, 9.466851e-16
1615, 4.385312e-16
1616, 1.991947e-16
1617, 8.910056e-17
1618, 3.939371e-17
1619, 1.727064e-17
1620, 7.527960e-18
1621, 3.269107e-18
1622, 1.416376e-18
1623, 6.126736e-19
1624, 2.645653e-19
1625, 1.151864e-19
1626, -3.131309e-09
1627, -7.849566e-09
1628, -9.177405e-10
1629, 2.142201e-08
1630, 4.708785e-08
1631, 6.169308e-08
1632, 6.058446e-08
1633, 4.859616e-08
1634, 3.334622e-08
1635, 2.016183e-08
1636, 1.096772e-08
1637, 5.453036e-09
1638, 2.508908e-09
1639, 1.079063e-09
1640, 4.375141e-10
1641, 1.684373e-10
1642, 6.195468e-11
1643, 2.188980e-11
1644, 7.464436e-12
1645, 2.466905e-12
1646, 7.930715e-13
1647, 2.488267e-13
1648, 7.641229e-14
1649, 2.302610e-14
1650, 6.824064e-15
1651, 1.992885e-15
1652, 5.744792e-16
1653, 1.637007e-16
1654, 4.616835e-17
1655, 1.290028e-17
1656, 3.574186e-18
1657, 9.825763e-19
1658, 2.681751e-19
1659, 7.178600e-20
1660, 4.581883e-20
1661, -5.824744e-19
1662, 7.697938e-18
1663, 4.882969e-16
1664, 4.402219e-15
1665, 1.533354e-14
1666, 3.247582e-14
1667, 4.973193e-14
1668, 6.021818e-14
1669, 6.086844e-14
1670, 5.326012e-14
1671, 4.140704e-14
1672, 2.917129e-14
1673, 1.891329e-14
1674, 1.142797e-14
1675, 6.503088e-15
1676, 3.516484e-15
1677, 1.821031e-15
1678, 9.093396e-16
1679, 4.405424e-16
1680, 2.081979e-16
1681, 9.645357e-17
1682, 4.399547e-17
1683, 1.983414e-17
1684, 8.866890e-18
1685, 3.941633e-18
1686, 1.746065e-18
1687, 7.719138e-19
1688, 3.408226e-19
1689, 1.502787e-19
1690, 6.692957e-20
1691, -7.685219e-10
1692, -2.531588e-09
1693, -1.432295e-09
1694, 5.080919e-09
1695, -3.442846e-02
1696, -6.578167e-03
1697, -1.239785e-03
1698, -2.306288e-04
1699, -4.237827e-05
